罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,山武,大平駐在所,122378,千葉県,山武市,松尾町木刀,2022/10/29,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,山武,日吉駐在所,124109,千葉県,横芝光町,二又,2022/5/19,1,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,山武,日向駐在所,122378,千葉県,山武市,武勝,2022/6/26,20,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,山武,松尾駐在所,122378,千葉県,山武市,松尾町祝田,2022/1/17,7,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2022/2/3,18,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,山武,白幡駐在所,122378,千葉県,山武市,白幡,2022/9/14,17,その他,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,山武,白浜駐在所,124109,千葉県,横芝光町,木戸,不明,不明,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,山武,芝山交番,124095,千葉県,芝山町,牧野,2022/6/17,17,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,山武,蓮沼村駐在所,122378,千葉県,山武市,蓮沼ホ,2022/9/4,14,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,山武,豊岡駐在所,122378,千葉県,山武市,松尾町山室,2022/10/5,23,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,丘山駐在所,122131,千葉県,東金市,山田,2022/10/2,20,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東金,丘山駐在所,122131,千葉県,東金市,油井,2022/11/8,9,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東金,丘山駐在所,122131,千葉県,東金市,,2022/4/30,14,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,九十九里交番,124036,千葉県,九十九里町,粟生,2022/10/25,20,道路上,その他,キーなし,なし,なし
窃盗,自動車盗,東金,九十九里交番,124036,千葉県,九十九里町,片貝,2022/11/4,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,増穂交番,122394,千葉県,大網白里市,南横川,2022/1/8,18,一戸建住宅,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,大網駅前交番,122394,千葉県,大網白里市,大網,2022/1/7,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東金,大網駅前交番,122394,千葉県,大網白里市,大網,2022/10/4,18,その他,その他,キーなし,なし,なし
窃盗,自動車盗,東金,広瀬駐在所,122131,千葉県,東金市,広瀬,2022/5/8,22,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,川場,2022/10/31,17,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,北之幸谷,2022/6/26,7,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,田中,2022/12/24,17,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,田間,2022/7/22,19,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,田間２丁目,2022/12/23,12,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,台方,2022/12/14,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,堀上,2022/6/26,8,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,南上宿,2022/9/12,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,南上宿,2022/9/22,15,駐車（輪）場,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,南上宿,2022/10/21,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東金,砂古瀬駐在所,122131,千葉県,東金市,依古島,2022/10/31,17,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,道庭駐在所,122131,千葉県,東金市,松之郷,2022/10/29,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,金谷郷駐在所,122394,千葉県,大網白里市,季美の森南３丁目,2022/4/3,16,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,東金,関内駐在所,122131,千葉県,東金市,下武射田,2022/7/25,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,茂原,一宮幹部交番,124214,千葉県,一宮町,一宮,2022/12/8,20,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,上市場駐在所,124222,千葉県,睦沢町,上市場,2022/5/13,10,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,茂原,上市場駐在所,124222,千葉県,睦沢町,下之郷,2022/4/7,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,新茂原交番,122106,千葉県,茂原市,小林,2022/9/17,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,新茂原交番,122106,千葉県,茂原市,小林,2022/11/22,18,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,茂原,新茂原交番,122106,千葉県,茂原市,道表,2022/9/30,22,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,新茂原交番,122106,千葉県,茂原市,長尾,2022/10/27,13,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,新茂原交番,122106,千葉県,茂原市,長谷,2022/2/5,0,一戸建住宅,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,茂原,日吉駐在所,124265,千葉県,長柄町,大津倉,2022/2/5,19,一戸建住宅,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,茂原,日吉駐在所,124265,千葉県,長柄町,刑部,2022/8/16,16,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,茂原,日吉駐在所,124265,千葉県,長柄町,刑部,2022/8/16,16,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,本納駐在所,122106,千葉県,茂原市,高田,2022/10/8,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,東浪見駐在所,124214,千葉県,一宮町,東浪見,2022/9/7,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,茂原,東郷駐在所,122106,千葉県,茂原市,七渡,2022/9/11,17,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,茂原,東駐在所,124273,千葉県,長南町,給田,2022/5/26,16,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,茂原,東駐在所,124273,千葉県,長南町,給田,不明,不明,その他,その他,キーなし,なし,なし
窃盗,自動車盗,茂原,白子駐在所,124249,千葉県,白子町,古所,2022/5/15,19,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,茂原,白子駐在所,124249,千葉県,白子町,古所,2022/6/24,16,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,茂原,茂原駅前交番,122106,千葉県,茂原市,大芝,2022/12/23,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,茂原駅前交番,122106,千葉県,茂原市,下永吉,2022/7/27,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,茂原,豊岡駐在所,122106,千葉県,茂原市,南吉田,2022/9/15,15,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,茂原,豊岡駐在所,122106,千葉県,茂原市,弓渡,2022/1/12,18,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,茂原,長柄駐在所,124265,千葉県,長柄町,皿木,2022/6/27,17,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,茂原,長柄駐在所,124265,千葉県,長柄町,長柄山,2022/3/26,17,その他,その他,キーなし,なし,なし
窃盗,自動車盗,茂原,長柄駐在所,124265,千葉県,長柄町,山之郷,2022/8/15,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茂原,関駐在所,124249,千葉県,白子町,北高根,2022/10/6,18,その他,その他,キーなし,あり,なし
窃盗,自動車盗,茂原,鶴枝駐在所,122106,千葉県,茂原市,猿袋,2022/2/5,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,いすみ,布施駐在所,122386,千葉県,いすみ市,上布施,2022/6/1,18,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,いすみ,布施駐在所,122386,千葉県,いすみ市,上布施,2022/8/29,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,いすみ,東海駐在所,122386,千葉県,いすみ市,新田,2022/11/24,15,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,いすみ,東海駐在所,122386,千葉県,いすみ市,日在,2022/3/21,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,いすみ,長者駐在所,122386,千葉県,いすみ市,岬町三門,2022/5/17,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,いすみ,長者駐在所,122386,千葉県,いすみ市,岬町三門,2022/11/2,0,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,勝浦,植野駐在所,122181,千葉県,勝浦市,植野,2022/11/11,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,勝浦,興津駐在所,122181,千葉県,勝浦市,興津久保山台,2022/9/6,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,市原,ちはら台駅前交番,122190,千葉県,市原市,ちはら台西１丁目,2022/9/17,19,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,市原,五井西交番,122190,千葉県,市原市,青柳,不明,不明,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,五井西交番,122190,千葉県,市原市,飯沼,2022/4/7,23,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,市原,五井西交番,122190,千葉県,市原市,岩崎西１丁目,2022/2/4,14,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,五井西交番,122190,千葉県,市原市,玉前西１丁目,2022/7/26,19,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井,2021/12/27,11,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井,2022/3/1,19,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井,2022/3/1,23,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井,2022/3/9,4,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井,2022/8/10,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井中央東２丁目,2022/4/14,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井中央西１丁目,2022/4/29,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井中央西２丁目,2022/2/8,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井中央西２丁目,2022/9/1,19,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井西４丁目,2022/7/28,21,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,市原,五井駅前交番,122190,千葉県,市原市,五井中央南１丁目,2022/4/2,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,市原,光風台交番,122190,千葉県,市原市,南岩崎,2022/2/28,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,八幡宿駅前交番,122190,千葉県,市原市,旭五所,2022/3/25,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,八幡宿駅前交番,122190,千葉県,市原市,五所,2022/3/25,19,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,市原,八幡宿駅前交番,122190,千葉県,市原市,西五所,2022/3/22,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,市原,八幡宿駅前交番,122190,千葉県,市原市,東五所,2022/5/20,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,市原,八幡宿駅前交番,122190,千葉県,市原市,八幡,2022/3/5,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,南総幹部交番,122190,千葉県,市原市,馬立,2022/3/28,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,国分寺台交番,122190,千葉県,市原市,西広５丁目,2022/9/6,23,一戸建住宅,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,国分寺台交番,122190,千葉県,市原市,根田３丁目,2022/5/16,19,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,市原,国分寺台交番,122190,千葉県,市原市,根田３丁目,2022/5/16,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎,2022/9/22,0,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎西３丁目,2022/3/9,7,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,姉崎交番,122190,千葉県,市原市,姉崎東３丁目,2022/5/2,13,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,市原,有秋交番,122190,千葉県,市原市,,2022/4/7,14,一戸建住宅,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,有秋交番,122190,千葉県,市原市,豊成,2022/9/2,10,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,潤井戸駐在所,122190,千葉県,市原市,犬成,2021/12/4,16,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,市原,潤井戸駐在所,122190,千葉県,市原市,潤井戸,2022/12/2,10,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,市原,白金交番,122190,千葉県,市原市,君塚１丁目,2022/5/26,15,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,白金交番,122190,千葉県,市原市,君塚２丁目,2022/2/8,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,白金交番,122190,千葉県,市原市,君塚３丁目,2020/11/29,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,藤井交番,122190,千葉県,市原市,郡本１丁目,2022/3/14,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,藤井交番,122190,千葉県,市原市,西広,2022/8/22,17,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,市原,藤井交番,122190,千葉県,市原市,能満,2022/4/17,19,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,市原,藤井交番,122190,千葉県,市原市,能満,2022/8/13,17,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,藤井交番,122190,千葉県,市原市,山木,2022/10/23,12,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,辰巳台交番,122190,千葉県,市原市,小田部,2022/3/18,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東４丁目,2022/3/22,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,青柳駐在所,122190,千葉県,市原市,青柳２丁目,2022/1/12,3,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,市原,青柳駐在所,122190,千葉県,市原市,青柳北４丁目,2022/12/10,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,市原,養老駐在所,122190,千葉県,市原市,松崎,不明,不明,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,中川駐在所,122297,千葉県,袖ケ浦市,上宮田,2022/5/12,1,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,中川駐在所,122297,千葉県,袖ケ浦市,上宮田,2022/10/13,16,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,中郷駐在所,122068,千葉県,木更津市,十日市場,2022/10/27,14,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,小浜交番,122068,千葉県,木更津市,畑沢,2022/3/1,15,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,木更津,小浜交番,122068,千葉県,木更津市,畑沢,2022/9/22,2,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,木更津,小浜交番,122068,千葉県,木更津市,矢那,2022/7/8,16,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高柳１丁目,2022/11/3,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,木更津,平岡駐在所,122297,千葉県,袖ケ浦市,上泉,2022/7/21,17,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,木更津,平岡駐在所,122297,千葉県,袖ケ浦市,川原井,2022/9/16,17,その他,その他,キーなし,あり,貨物自動車
窃盗,自動車盗,木更津,平岡駐在所,122297,千葉県,袖ケ浦市,下泉,2022/9/19,20,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,木更津,平岡駐在所,122297,千葉県,袖ケ浦市,下泉,2022/9/21,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,木材港,2022/2/22,17,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,木更津,根形駐在所,122297,千葉県,袖ケ浦市,野田,不明,不明,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,木更津,江川駐在所,122068,千葉県,木更津市,江川,2022/2/26,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,江川駐在所,122068,千葉県,木更津市,久津間,2022/1/26,18,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,波岡駐在所,122068,千葉県,木更津市,草敷,2022/1/26,0,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,木更津,袖ヶ浦駅前交番,122297,千葉県,袖ケ浦市,神納,2022/4/18,22,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,木更津,袖ヶ浦駅前交番,122297,千葉県,袖ケ浦市,神納１丁目,2022/6/1,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,木更津,袖ヶ浦駅前交番,122297,千葉県,袖ケ浦市,百目木,2022/8/23,18,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,木更津,袖ヶ浦駅前交番,122297,千葉県,袖ケ浦市,袖ケ浦駅前２丁目,2022/4/14,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,木更津,長須賀交番,122068,千葉県,木更津市,太田２丁目,2022/1/19,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,木更津,長須賀交番,122068,千葉県,木更津市,太田４丁目,2022/1/20,19,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,君津,中駐在所,122254,千葉県,君津市,練木,2022/8/7,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,君津,周南駐在所,122254,千葉県,君津市,浜子,2022/5/6,20,その他,その他,キーなし,あり,貨物自動車
窃盗,自動車盗,君津,周南駐在所,122254,千葉県,君津市,六手,2022/2/26,6,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,君津,大和田交番,122254,千葉県,君津市,大和田,2022/3/7,21,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,君津,大和田交番,122254,千葉県,君津市,大和田,2022/3/8,17,その他,駐車（輪）場,キーあり,なし,なし
窃盗,自動車盗,富津,環駐在所,122262,千葉県,富津市,湊,2022/5/11,10,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,小中台交番,121037,千葉県,千葉市稲毛区,小中台町,2022/8/13,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,小中台交番,121037,千葉県,千葉市稲毛区,小中台町,2022/9/8,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ交番,121061,千葉県,千葉市美浜区,打瀬２丁目,2022/10/11,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ交番,121061,千葉県,千葉市美浜区,ひび野２丁目,2022/5/5,22,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張メッセ交番,121061,千葉県,千葉市美浜区,若葉３丁目,2022/1/13,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,幕張交番,121029,千葉県,千葉市花見川区,検見川町３丁目,2022/3/14,20,一戸建住宅,その他,キーなし,あり,なし
窃盗,自動車盗,千葉西,幕張交番,121029,千葉県,千葉市花見川区,幕張町１丁目,2022/6/21,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,幕張交番,121029,千葉県,千葉市花見川区,幕張町４丁目,2022/5/23,不明,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉西,幕張本郷駅前交番,121029,千葉県,千葉市花見川区,幕張本郷６丁目,2022/1/4,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉西,幕張駅前交番,121029,千葉県,千葉市花見川区,幕張町４丁目,2022/5/17,0,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉西,幸町交番,121061,千葉県,千葉市美浜区,幸町２丁目,2022/9/30,15,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉西,幸町交番,121061,千葉県,千葉市美浜区,新港,2022/5/22,0,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉西,幸町交番,121061,千葉県,千葉市美浜区,新港,2022/9/25,16,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,千葉西,稲毛海岸駅前交番,121061,千葉県,千葉市美浜区,高浜１丁目,2022/1/5,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2022/9/15,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,大和田新田,2022/2/9,2,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南２丁目,2022/4/8,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１丁目,2022/9/8,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
