罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１０丁目,2022/4/30,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１７丁目,2022/4/12,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台西７丁目,2022/1/11,19,道路上,その他,キーなし,なし,なし
窃盗,自動車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,吉橋,2022/5/27,1,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西１丁目,2022/3/28,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,勝田台交番,122211,千葉県,八千代市,勝田台２丁目,2022/4/20,6,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,八千代,勝田台交番,122211,千葉県,八千代市,勝田台南１丁目,2022/5/12,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,村上駅前交番,122211,千葉県,八千代市,村上南３丁目,2022/9/27,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,八千代,村上駅前交番,122211,千葉県,八千代市,村上南４丁目,2022/1/23,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,村上駅前交番,122211,千葉県,八千代市,村上南４丁目,2022/3/13,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,八千代,睦駐在所,122211,千葉県,八千代市,大学町５丁目,2022/7/27,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,船橋東,三山交番,122041,千葉県,船橋市,習志野５丁目,2022/7/30,22,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,二和交番,122041,千葉県,船橋市,高野台２丁目,2022/1/16,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,二和交番,122041,千葉県,船橋市,二和西４丁目,2022/8/2,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,大穴交番,122041,千葉県,船橋市,三咲２丁目,2022/6/15,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,船橋東,大穴交番,122041,千葉県,船橋市,大穴南５丁目,2022/4/30,14,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,小室駅前交番,122041,千葉県,船橋市,豊富町,2022/6/23,22,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,船橋東,習志野台交番,122041,千葉県,船橋市,習志野台４丁目,2022/2/7,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,船橋東,習志野台交番,122041,千葉県,船橋市,習志野台４丁目,2022/7/16,19,駐車（輪）場,駐車（輪）場,キーあり,なし,なし
窃盗,自動車盗,船橋東,習志野台交番,122041,千葉県,船橋市,松が丘２丁目,2022/5/8,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,船橋東,習志野台交番,122041,千葉県,船橋市,坪井東２丁目,2022/4/5,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,根戸,2022/9/11,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,天王台交番,122220,千葉県,我孫子市,岡発戸,2022/8/29,16,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台３丁目,2021/10/2,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,天王台交番,122220,千葉県,我孫子市,日の出,2022/4/19,19,駐車（輪）場,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,我孫子,布佐駅前交番,122220,千葉県,我孫子市,布佐,2022/7/9,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子３丁目,2022/3/2,17,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町１丁目,2022/12/9,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,若松,2022/8/11,23,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,我孫子,新木駅前交番,122220,千葉県,我孫子市,古戸,2022/12/9,4,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,我孫子,新木駅前交番,122220,千葉県,我孫子市,南新木３丁目,2022/4/23,14,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,高野山,2022/3/25,18,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,高野山,2022/3/31,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,天王台６丁目,2022/2/24,17,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,東我孫子１丁目,2022/3/3,2,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台４丁目,2022/2/2,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台９丁目,2022/3/31,16,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,中里,2022/3/11,18,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,中峠,2022/11/17,7,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,松戸東,五香交番,122076,千葉県,松戸市,金ケ作,2022/5/20,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,松戸東,五香交番,122076,千葉県,松戸市,五香７丁目,2022/2/15,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松戸東,五香交番,122076,千葉県,松戸市,五香７丁目,2022/6/30,19,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,松戸東,六実交番,122076,千葉県,松戸市,六実５丁目,2022/1/8,20,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,松戸東,六実交番,122076,千葉県,松戸市,六実６丁目,2022/5/8,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,松戸東,小金原交番,122076,千葉県,松戸市,小金きよしケ丘４丁目,2022/9/16,21,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原５丁目,2022/2/15,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,松戸東,小金原交番,122076,千葉県,松戸市,根木内,2022/4/4,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平６丁目,2022/3/27,15,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松戸東,馬橋交番,122076,千葉県,松戸市,八ケ崎３丁目,2022/5/28,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,松戸東,馬橋交番,122076,千葉県,松戸市,馬橋,2022/4/4,22,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,流山,初石交番,122203,千葉県,流山市,駒木,2022/10/18,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,初石交番,122203,千葉県,流山市,美田,2022/10/19,12,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,流山,東部交番,122203,千葉県,流山市,松ケ丘３丁目,2022/6/19,13,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,おおたかの森北１丁目,2022/3/11,12,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,おおたかの森東２丁目,2022/8/8,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,おおたかの森東４丁目,2022/10/17,15,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,おおたかの森南１丁目,2022/1/25,3,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,おおたかの森南３丁目,2022/1/24,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,殿台町,2022/5/20,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,東寺山町,2022/4/3,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台１丁目,2022/5/18,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台１丁目,2022/9/10,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,みつわ台３丁目,2022/3/10,9,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,中田駐在所,121045,千葉県,千葉市若葉区,中田町,2022/4/26,15,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,中野駐在所,121045,千葉県,千葉市若葉区,中野町,2022/4/18,15,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,中野駐在所,121045,千葉県,千葉市若葉区,中野町,2022/9/22,17,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,金親町,2022/6/3,3,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,桜木北３丁目,2022/4/15,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,大宮交番,121045,千葉県,千葉市若葉区,大宮町,2022/10/21,6,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉東,大宮交番,121045,千葉県,千葉市若葉区,大宮町,2022/11/3,11,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,小倉交番,121045,千葉県,千葉市若葉区,小倉台６丁目,2022/2/3,18,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,小倉交番,121045,千葉県,千葉市若葉区,小倉台６丁目,2022/8/18,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,小倉交番,121045,千葉県,千葉市若葉区,小倉町,2022/2/3,13,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,小倉交番,121045,千葉県,千葉市若葉区,小倉町,2022/2/7,22,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉東,小倉交番,121045,千葉県,千葉市若葉区,小倉町,2022/5/3,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木２丁目,2022/5/1,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木２丁目,2022/11/28,22,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木４丁目,2022/3/25,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木５丁目,2021/12/31,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木５丁目,2022/10/9,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木８丁目,2022/5/5,0,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,若松交番,121045,千葉県,千葉市若葉区,若松町,2022/1/7,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,高品町,2022/6/9,6,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,西都賀４丁目,2022/11/12,6,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉東,野呂駐在所,121045,千葉県,千葉市若葉区,野呂町,2022/1/15,22,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,北中沢２丁目,2022/8/10,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,東中沢１丁目,2022/11/24,7,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,2022/1/28,16,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷３丁目,2022/9/6,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,粟野交番,122246,千葉県,鎌ケ谷市,東初富１丁目,2022/4/6,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,右京塚,2022/9/14,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,富岡２丁目,2022/9/16,1,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,東道野辺２丁目,2022/1/26,2,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,東初富３丁目,2022/6/21,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,こてはし台交番,121029,千葉県,千葉市花見川区,内山町,2022/2/23,6,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,こてはし台交番,121029,千葉県,千葉市花見川区,こてはし台１丁目,2022/4/29,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,こてはし台交番,121029,千葉県,千葉市花見川区,大日町,2022/5/19,1,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,こてはし台交番,121029,千葉県,千葉市花見川区,大日町,2022/9/17,17,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉北,こてはし台交番,121029,千葉県,千葉市花見川区,横戸台,2022/5/25,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,こてはし台交番,121029,千葉県,千葉市花見川区,横戸町,2022/1/8,13,道路上,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,こてはし台交番,121029,千葉県,千葉市花見川区,横戸町,2022/4/9,8,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,千葉北,作新台交番,121029,千葉県,千葉市花見川区,天戸町,2022/6/12,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,作新台交番,121029,千葉県,千葉市花見川区,天戸町,2022/11/22,16,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,作新台交番,121029,千葉県,千葉市花見川区,作新台５丁目,2022/8/15,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,作新台交番,121029,千葉県,千葉市花見川区,長作台１丁目,2022/3/18,18,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,黒砂２丁目,2022/1/11,5,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,作草部町,2022/3/12,18,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,作草部１丁目,2022/11/26,11,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,宮野木交番,121029,千葉県,千葉市花見川区,宮野木台１丁目,2022/3/15,15,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉北,宮野木交番,121029,千葉県,千葉市花見川区,宮野木台４丁目,2022/4/12,2,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022/11/21,16,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022/3/31,21,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022/6/20,10,その他,その他,キーなし,なし,なし
窃盗,自動車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022/9/30,18,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022/11/3,15,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022/12/3,18,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,園生町,2022/9/16,17,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,宮野木町,2022/9/27,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022/4/28,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022/6/8,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,萩台町,2022/5/1,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,千葉北,花見川交番,121029,千葉県,千葉市花見川区,柏井町,不明,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,千葉北,長沼交番,121029,千葉県,千葉市花見川区,犢橋町,2022/1/13,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,長沼交番,121029,千葉県,千葉市花見川区,犢橋町,2022/3/13,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,長沼交番,121029,千葉県,千葉市花見川区,犢橋町,2022/9/18,17,その他,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,千葉北,長沼交番,121029,千葉県,千葉市花見川区,三角町,2022/10/22,11,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,千葉北,長沼交番,121037,千葉県,千葉市稲毛区,園生町,2022/9/30,13,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,千葉北,長沼交番,121037,千葉県,千葉市稲毛区,長沼町,2022/4/3,11,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千葉北,長沼交番,121037,千葉県,千葉市稲毛区,長沼原町,2022/11/28,11,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,行徳,今井橋交番,122033,千葉県,市川市,広尾１丁目,2022/4/25,12,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,行徳,今井橋交番,122033,千葉県,市川市,広尾１丁目,2022/4/26,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,行徳,今井橋交番,122033,千葉県,市川市,広尾１丁目,2022/6/26,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,行徳,塩焼交番,122033,千葉県,市川市,塩浜１丁目,2022/3/21,23,その他,駐車（輪）場,キーあり,あり,貨物自動車
窃盗,自動車盗,行徳,塩焼交番,122033,千葉県,市川市,塩焼５丁目,2022/12/10,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,行徳,妙典駅前交番,122033,千葉県,市川市,相之川１丁目,2022/5/18,18,その他,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,行徳,行徳駅前交番,122033,千葉県,市川市,行徳駅前３丁目,2022/5/24,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,行徳,行徳駅前交番,122033,千葉県,市川市,行徳駅前４丁目,2022/1/25,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,行徳,香取交番,122033,千葉県,市川市,欠真間１丁目,2022/7/14,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,四街道,千代田交番,122289,千葉県,四街道市,もねの里３丁目,2022/2/13,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,四街道駅前交番,122289,千葉県,四街道市,鹿渡,2022/6/10,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,四街道,四街道駅前交番,122289,千葉県,四街道市,美しが丘１丁目,2022/5/17,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,四街道駅前交番,122289,千葉県,四街道市,美しが丘１丁目,2022/7/31,18,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,四街道,四街道駅前交番,122289,千葉県,四街道市,めいわ１丁目,2022/3/9,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,四街道駅前交番,122289,千葉県,四街道市,めいわ１丁目,2022/3/9,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,四街道,四街道駅前交番,122289,千葉県,四街道市,めいわ１丁目,2022/3/9,22,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,四街道,四街道駅前交番,122289,千葉県,四街道市,めいわ２丁目,2022/8/25,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,大日交番,122289,千葉県,四街道市,大日,2022/3/14,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,四街道,大日交番,122289,千葉県,四街道市,大日,2022/11/4,0,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,大日交番,122289,千葉県,四街道市,鹿放ケ丘,2022/7/19,17,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,四街道,大日交番,122289,千葉県,四街道市,鹿放ケ丘,2022/11/28,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,四街道,旭交番,122289,千葉県,四街道市,小名木,2022/2/13,23,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,四街道,旭交番,122289,千葉県,四街道市,山梨,2022/9/20,22,一戸建住宅,駐車（輪）場,キーなし,あり,なし
